id,product,layer,code,status,contextKey,contextTitle,appliesTo,scenario,meaning,causes,resolution,prevention,severity,owner,source,lastVerified,tags,seoTitle,seoSlug,metaDescription,canonicalPath,confidence
PP-1883,Power Platform,Outlook connector,MailboxNotEnabledForRESTAPI,403,teams-notification-flow,Teams Notification Flow,Power Automate cloud flow posting to Microsoft Teams,The automation posts adaptive cards or channel messages after a business event.,The Outlook connector cannot access the mailbox through the expected API. This article focuses on the teams notification flow scenario.,"Mailbox not fully provisioned, shared mailbox permissions missing, account disabled, or Exchange policy restriction. In this scenario, confirm the team, channel, connector permissions, message payload, and DLP policy for the environment.","Confirm mailbox status, API access, shared mailbox permission, and connector authentication. For teams notification flow, also verify: Confirm the team, channel, connector permissions, message payload, and DLP policy for the environment.","Validate mailbox access before using it in production automations. For teams notification flow, document the expected permissions, connector settings, and test data used to validate the fix.",Medium,Flow maker,SRC-001,2026-06-09,mailbox not enabled rest api outlook teams-notification-flow Teams Notification Flow,MailboxNotEnabledForRESTAPI in Teams Notification Flow | Power Platform Error Fix,mailboxnotenabledforrestapi-teams-notification-flow,"MailboxNotEnabledForRESTAPI in Teams Notification Flow: what it means, common causes, and how to resolve it in Power Platform.",/errors/mailboxnotenabledforrestapi-teams-notification-flow.html,Medium
PP-1884,Power Platform,Outlook connector,MailboxNotEnabledForRESTAPI,403,dataverse-row-operation,Dataverse Row Operation,"Power Automate or app logic creating, reading, updating, or deleting Dataverse rows","The process calls Dataverse tables directly from a flow, app, plugin, custom connector, or Web API client.",The Outlook connector cannot access the mailbox through the expected API. This article focuses on the dataverse row operation scenario.,"Mailbox not fully provisioned, shared mailbox permissions missing, account disabled, or Exchange policy restriction. In this scenario, check table permissions, row ownership, logical names, column types, and service protection limits.","Confirm mailbox status, API access, shared mailbox permission, and connector authentication. For dataverse row operation, also verify: Check table permissions, row ownership, logical names, column types, and service protection limits.","Validate mailbox access before using it in production automations. For dataverse row operation, document the expected permissions, connector settings, and test data used to validate the fix.",Medium,Dataverse admin,SRC-001,2026-06-09,mailbox not enabled rest api outlook dataverse-row-operation Dataverse Row Operation,MailboxNotEnabledForRESTAPI in Dataverse Row Operation | Power Platform Error Fix,mailboxnotenabledforrestapi-dataverse-row-operation,"MailboxNotEnabledForRESTAPI in Dataverse Row Operation: what it means, common causes, and how to resolve it in Power Platform.",/errors/mailboxnotenabledforrestapi-dataverse-row-operation.html,Medium
PP-1885,Power Platform,Outlook connector,MailboxNotEnabledForRESTAPI,403,canvas-app-form,Canvas App Form,Power Apps canvas app form or formula,"The user saves a form, loads a record, calls a flow, or uses connector data inside a canvas app.",The Outlook connector cannot access the mailbox through the expected API. This article focuses on the canvas app form scenario.,"Mailbox not fully provisioned, shared mailbox permissions missing, account disabled, or Exchange policy restriction. In this scenario, check app sharing, data source permissions, formula null handling, and connector policy restrictions.","Confirm mailbox status, API access, shared mailbox permission, and connector authentication. For canvas app form, also verify: Check app sharing, data source permissions, formula null handling, and connector policy restrictions.","Validate mailbox access before using it in production automations. For canvas app form, document the expected permissions, connector settings, and test data used to validate the fix.",Medium,App owner,SRC-001,2026-06-09,mailbox not enabled rest api outlook canvas-app-form Canvas App Form,MailboxNotEnabledForRESTAPI in Canvas App Form | Power Platform Error Fix,mailboxnotenabledforrestapi-canvas-app-form,"MailboxNotEnabledForRESTAPI in Canvas App Form: what it means, common causes, and how to resolve it in Power Platform.",/errors/mailboxnotenabledforrestapi-canvas-app-form.html,Medium
PP-1886,Power Platform,Outlook connector,MailboxNotEnabledForRESTAPI,403,model-driven-app-command,Model-driven App Command,"Power Apps model-driven app command, form, or view","A user opens a table form, triggers a command, or runs business logic from a model-driven app.",The Outlook connector cannot access the mailbox through the expected API. This article focuses on the model-driven app command scenario.,"Mailbox not fully provisioned, shared mailbox permissions missing, account disabled, or Exchange policy restriction. In this scenario, check security roles, command visibility rules, table privileges, and field security profiles.","Confirm mailbox status, API access, shared mailbox permission, and connector authentication. For model-driven app command, also verify: Check security roles, command visibility rules, table privileges, and field security profiles.","Validate mailbox access before using it in production automations. For model-driven app command, document the expected permissions, connector settings, and test data used to validate the fix.",Medium,Model-driven app maker,SRC-001,2026-06-09,mailbox not enabled rest api outlook model-driven-app-command Model-driven App Command,MailboxNotEnabledForRESTAPI in Model-driven App Command | Power Platform Error Fix,mailboxnotenabledforrestapi-model-driven-app-command,"MailboxNotEnabledForRESTAPI in Model-driven App Command: what it means, common causes, and how to resolve it in Power Platform.",/errors/mailboxnotenabledforrestapi-model-driven-app-command.html,Medium
PP-1887,Power Platform,Outlook connector,MailboxNotEnabledForRESTAPI,403,solution-import,Solution Import,Power Platform solution import or deployment pipeline,A managed or unmanaged solution is imported into another environment as part of release work.,The Outlook connector cannot access the mailbox through the expected API. This article focuses on the solution import scenario.,"Mailbox not fully provisioned, shared mailbox permissions missing, account disabled, or Exchange policy restriction. In this scenario, review missing dependencies, connection references, environment variables, publisher prefixes, and target environment settings.","Confirm mailbox status, API access, shared mailbox permission, and connector authentication. For solution import, also verify: Review missing dependencies, connection references, environment variables, publisher prefixes, and target environment settings.","Validate mailbox access before using it in production automations. For solution import, document the expected permissions, connector settings, and test data used to validate the fix.",Medium,Release owner,SRC-001,2026-06-09,mailbox not enabled rest api outlook solution-import Solution Import,MailboxNotEnabledForRESTAPI in Solution Import | Power Platform Error Fix,mailboxnotenabledforrestapi-solution-import,"MailboxNotEnabledForRESTAPI in Solution Import: what it means, common causes, and how to resolve it in Power Platform.",/errors/mailboxnotenabledforrestapi-solution-import.html,Medium
PP-1888,Power Platform,Outlook connector,MailboxNotEnabledForRESTAPI,403,desktop-flow-runner,Desktop Flow Runner,Power Automate Desktop attended or unattended run,A desktop flow starts on a machine or machine group and attempts to create or reuse a Windows session.,The Outlook connector cannot access the mailbox through the expected API. This article focuses on the desktop flow runner scenario.,"Mailbox not fully provisioned, shared mailbox permissions missing, account disabled, or Exchange policy restriction. In this scenario, check machine availability, credentials, RDP policy, user session state, gateway registration, and installed credential providers.","Confirm mailbox status, API access, shared mailbox permission, and connector authentication. For desktop flow runner, also verify: Check machine availability, credentials, RDP policy, user session state, gateway registration, and installed credential providers.","Validate mailbox access before using it in production automations. For desktop flow runner, document the expected permissions, connector settings, and test data used to validate the fix.",Medium,Desktop flow admin,SRC-001,2026-06-09,mailbox not enabled rest api outlook desktop-flow-runner Desktop Flow Runner,MailboxNotEnabledForRESTAPI in Desktop Flow Runner | Power Platform Error Fix,mailboxnotenabledforrestapi-desktop-flow-runner,"MailboxNotEnabledForRESTAPI in Desktop Flow Runner: what it means, common causes, and how to resolve it in Power Platform.",/errors/mailboxnotenabledforrestapi-desktop-flow-runner.html,Medium
PP-1889,Power Platform,Outlook connector,MailboxNotEnabledForRESTAPI,403,custom-connector-http,Custom Connector HTTP Call,Power Platform custom connector or HTTP action,A cloud flow or app calls an external REST API through an HTTP action or custom connector.,The Outlook connector cannot access the mailbox through the expected API. This article focuses on the custom connector http call scenario.,"Mailbox not fully provisioned, shared mailbox permissions missing, account disabled, or Exchange policy restriction. In this scenario, review the request body, headers, authentication scheme, response schema, throttling behavior, and retry policy.","Confirm mailbox status, API access, shared mailbox permission, and connector authentication. For custom connector http call, also verify: Review the request body, headers, authentication scheme, response schema, throttling behavior, and retry policy.","Validate mailbox access before using it in production automations. For custom connector http call, document the expected permissions, connector settings, and test data used to validate the fix.",Medium,Integration owner,SRC-001,2026-06-09,mailbox not enabled rest api outlook custom-connector-http Custom Connector HTTP Call,MailboxNotEnabledForRESTAPI in Custom Connector HTTP Call | Power Platform Error Fix,mailboxnotenabledforrestapi-custom-connector-http,"MailboxNotEnabledForRESTAPI in Custom Connector HTTP Call: what it means, common causes, and how to resolve it in Power Platform.",/errors/mailboxnotenabledforrestapi-custom-connector-http.html,Medium
PP-1890,Power Platform,Outlook connector,MailboxNotEnabledForRESTAPI,403,gateway-data-source,On-premises Gateway Data Source,"Power Automate, Power Apps, or connector using an on-premises data gateway","The automation or app reaches SQL Server, file shares, or internal systems through a gateway connection.",The Outlook connector cannot access the mailbox through the expected API. This article focuses on the on-premises gateway data source scenario.,"Mailbox not fully provisioned, shared mailbox permissions missing, account disabled, or Exchange policy restriction. In this scenario, check gateway online status, data source mapping, credentials, network reachability, and connector permissions.","Confirm mailbox status, API access, shared mailbox permission, and connector authentication. For on-premises gateway data source, also verify: Check gateway online status, data source mapping, credentials, network reachability, and connector permissions.","Validate mailbox access before using it in production automations. For on-premises gateway data source, document the expected permissions, connector settings, and test data used to validate the fix.",Medium,Gateway admin,SRC-001,2026-06-09,mailbox not enabled rest api outlook gateway-data-source On-premises Gateway Data Source,MailboxNotEnabledForRESTAPI in On-premises Gateway Data Source | Power Platform Error Fix,mailboxnotenabledforrestapi-gateway-data-source,"MailboxNotEnabledForRESTAPI in On-premises Gateway Data Source: what it means, common causes, and how to resolve it in Power Platform.",/errors/mailboxnotenabledforrestapi-gateway-data-source.html,Medium
PP-1891,Power Platform,Outlook connector,MailboxNotEnabledForRESTAPI,403,sql-server-connector,SQL Server Connector,Power Automate or Power Apps using SQL Server through a connector or gateway,"The app or flow queries, inserts, updates, or deletes SQL Server records as part of a business process.",The Outlook connector cannot access the mailbox through the expected API. This article focuses on the sql server connector scenario.,"Mailbox not fully provisioned, shared mailbox permissions missing, account disabled, or Exchange policy restriction. In this scenario, check SQL permissions, gateway mapping, stored procedure parameters, table schema changes, and query timeout behavior.","Confirm mailbox status, API access, shared mailbox permission, and connector authentication. For sql server connector, also verify: Check SQL permissions, gateway mapping, stored procedure parameters, table schema changes, and query timeout behavior.","Validate mailbox access before using it in production automations. For sql server connector, document the expected permissions, connector settings, and test data used to validate the fix.",Medium,Database owner,SRC-001,2026-06-09,mailbox not enabled rest api outlook sql-server-connector SQL Server Connector,MailboxNotEnabledForRESTAPI in SQL Server Connector | Power Platform Error Fix,mailboxnotenabledforrestapi-sql-server-connector,"MailboxNotEnabledForRESTAPI in SQL Server Connector: what it means, common causes, and how to resolve it in Power Platform.",/errors/mailboxnotenabledforrestapi-sql-server-connector.html,Medium
PP-1892,Power Platform,Outlook connector,MailboxNotEnabledForRESTAPI,403,approval-workflow,Approval Workflow,Power Automate approval process,"The flow creates, waits for, updates, or reacts to an approval request.",The Outlook connector cannot access the mailbox through the expected API. This article focuses on the approval workflow scenario.,"Mailbox not fully provisioned, shared mailbox permissions missing, account disabled, or Exchange policy restriction. In this scenario, check approver identity, approval timeout, response schema, action run-after settings, and notification delivery.","Confirm mailbox status, API access, shared mailbox permission, and connector authentication. For approval workflow, also verify: Check approver identity, approval timeout, response schema, action run-after settings, and notification delivery.","Validate mailbox access before using it in production automations. For approval workflow, document the expected permissions, connector settings, and test data used to validate the fix.",Medium,Flow owner,SRC-001,2026-06-09,mailbox not enabled rest api outlook approval-workflow Approval Workflow,MailboxNotEnabledForRESTAPI in Approval Workflow | Power Platform Error Fix,mailboxnotenabledforrestapi-approval-workflow,"MailboxNotEnabledForRESTAPI in Approval Workflow: what it means, common causes, and how to resolve it in Power Platform.",/errors/mailboxnotenabledforrestapi-approval-workflow.html,Medium
PP-1893,Power Platform,Outlook connector,MailboxNotEnabledForRESTAPI,403,child-flow-call,Child Flow Call,Power Automate parent flow calling a child flow,A parent flow invokes reusable child-flow logic and waits for a result.,The Outlook connector cannot access the mailbox through the expected API. This article focuses on the child flow call scenario.,"Mailbox not fully provisioned, shared mailbox permissions missing, account disabled, or Exchange policy restriction. In this scenario, check solution membership, trigger type, response action, input schema, connection references, and child-flow ownership.","Confirm mailbox status, API access, shared mailbox permission, and connector authentication. For child flow call, also verify: Check solution membership, trigger type, response action, input schema, connection references, and child-flow ownership.","Validate mailbox access before using it in production automations. For child flow call, document the expected permissions, connector settings, and test data used to validate the fix.",Medium,Solution owner,SRC-001,2026-06-09,mailbox not enabled rest api outlook child-flow-call Child Flow Call,MailboxNotEnabledForRESTAPI in Child Flow Call | Power Platform Error Fix,mailboxnotenabledforrestapi-child-flow-call,"MailboxNotEnabledForRESTAPI in Child Flow Call: what it means, common causes, and how to resolve it in Power Platform.",/errors/mailboxnotenabledforrestapi-child-flow-call.html,Medium
PP-1894,Power Platform,Outlook connector,MailboxNotEnabledForRESTAPI,403,adaptive-card-post,Adaptive Card Post,Power Automate or Teams workflow posting adaptive cards,The flow sends an adaptive card to Teams or Outlook and later processes the response.,The Outlook connector cannot access the mailbox through the expected API. This article focuses on the adaptive card post scenario.,"Mailbox not fully provisioned, shared mailbox permissions missing, account disabled, or Exchange policy restriction. In this scenario, check adaptive card JSON, unsupported schema version, user identity, channel permissions, and response parsing.","Confirm mailbox status, API access, shared mailbox permission, and connector authentication. For adaptive card post, also verify: Check adaptive card JSON, unsupported schema version, user identity, channel permissions, and response parsing.","Validate mailbox access before using it in production automations. For adaptive card post, document the expected permissions, connector settings, and test data used to validate the fix.",Medium,Collaboration app owner,SRC-001,2026-06-09,mailbox not enabled rest api outlook adaptive-card-post Adaptive Card Post,MailboxNotEnabledForRESTAPI in Adaptive Card Post | Power Platform Error Fix,mailboxnotenabledforrestapi-adaptive-card-post,"MailboxNotEnabledForRESTAPI in Adaptive Card Post: what it means, common causes, and how to resolve it in Power Platform.",/errors/mailboxnotenabledforrestapi-adaptive-card-post.html,Medium
PP-1895,Power Platform,Outlook connector,MailboxNotEnabledForRESTAPI,403,excel-online-table,Excel Online Table,Power Automate flow using Excel Online table actions,"The automation reads, lists, inserts, or updates rows in an Excel table stored in OneDrive or SharePoint.",The Outlook connector cannot access the mailbox through the expected API. This article focuses on the excel online table scenario.,"Mailbox not fully provisioned, shared mailbox permissions missing, account disabled, or Exchange policy restriction. In this scenario, check workbook location, table name, file lock state, column headers, row keys, and connector throttling.","Confirm mailbox status, API access, shared mailbox permission, and connector authentication. For excel online table, also verify: Check workbook location, table name, file lock state, column headers, row keys, and connector throttling.","Validate mailbox access before using it in production automations. For excel online table, document the expected permissions, connector settings, and test data used to validate the fix.",Medium,Flow maker,SRC-001,2026-06-09,mailbox not enabled rest api outlook excel-online-table Excel Online Table,MailboxNotEnabledForRESTAPI in Excel Online Table | Power Platform Error Fix,mailboxnotenabledforrestapi-excel-online-table,"MailboxNotEnabledForRESTAPI in Excel Online Table: what it means, common causes, and how to resolve it in Power Platform.",/errors/mailboxnotenabledforrestapi-excel-online-table.html,Medium
PP-1896,Power Platform,Outlook connector,MailboxNotEnabledForRESTAPI,403,power-pages-form,Power Pages Form,"Power Pages form, list, or Dataverse-backed page","A portal user submits a form, views a list, signs in, or interacts with Dataverse data through Power Pages.",The Outlook connector cannot access the mailbox through the expected API. This article focuses on the power pages form scenario.,"Mailbox not fully provisioned, shared mailbox permissions missing, account disabled, or Exchange policy restriction. In this scenario, check table permissions, web roles, site settings, authentication provider configuration, and Dataverse row access.","Confirm mailbox status, API access, shared mailbox permission, and connector authentication. For power pages form, also verify: Check table permissions, web roles, site settings, authentication provider configuration, and Dataverse row access.","Validate mailbox access before using it in production automations. For power pages form, document the expected permissions, connector settings, and test data used to validate the fix.",Medium,Power Pages admin,SRC-001,2026-06-09,mailbox not enabled rest api outlook power-pages-form Power Pages Form,MailboxNotEnabledForRESTAPI in Power Pages Form | Power Platform Error Fix,mailboxnotenabledforrestapi-power-pages-form,"MailboxNotEnabledForRESTAPI in Power Pages Form: what it means, common causes, and how to resolve it in Power Platform.",/errors/mailboxnotenabledforrestapi-power-pages-form.html,Medium
PP-1897,Power Platform,Outlook connector,MailboxNotEnabledForRESTAPI,403,copilot-studio-topic,Copilot Studio Topic,Copilot Studio topic or action calling Power Platform services,"A copilot topic calls a flow, connector, or Dataverse operation and returns the result to the user.",The Outlook connector cannot access the mailbox through the expected API. This article focuses on the copilot studio topic scenario.,"Mailbox not fully provisioned, shared mailbox permissions missing, account disabled, or Exchange policy restriction. In this scenario, check topic variables, action input schema, authentication, environment connection references, and user permissions.","Confirm mailbox status, API access, shared mailbox permission, and connector authentication. For copilot studio topic, also verify: Check topic variables, action input schema, authentication, environment connection references, and user permissions.","Validate mailbox access before using it in production automations. For copilot studio topic, document the expected permissions, connector settings, and test data used to validate the fix.",Medium,Copilot owner,SRC-001,2026-06-09,mailbox not enabled rest api outlook copilot-studio-topic Copilot Studio Topic,MailboxNotEnabledForRESTAPI in Copilot Studio Topic | Power Platform Error Fix,mailboxnotenabledforrestapi-copilot-studio-topic,"MailboxNotEnabledForRESTAPI in Copilot Studio Topic: what it means, common causes, and how to resolve it in Power Platform.",/errors/mailboxnotenabledforrestapi-copilot-studio-topic.html,Medium
PP-1898,Power Platform,Outlook connector,MailboxNotEnabledForRESTAPI,403,managed-solution-upgrade,Managed Solution Upgrade,Power Platform managed solution upgrade or patch,"A managed solution update, patch, or stage-for-upgrade operation is applied to a target environment.",The Outlook connector cannot access the mailbox through the expected API. This article focuses on the managed solution upgrade scenario.,"Mailbox not fully provisioned, shared mailbox permissions missing, account disabled, or Exchange policy restriction. In this scenario, check solution layering, missing dependencies, active customizations, publisher identity, and upgrade path order.","Confirm mailbox status, API access, shared mailbox permission, and connector authentication. For managed solution upgrade, also verify: Check solution layering, missing dependencies, active customizations, publisher identity, and upgrade path order.","Validate mailbox access before using it in production automations. For managed solution upgrade, document the expected permissions, connector settings, and test data used to validate the fix.",Medium,Release manager,SRC-001,2026-06-09,mailbox not enabled rest api outlook managed-solution-upgrade Managed Solution Upgrade,MailboxNotEnabledForRESTAPI in Managed Solution Upgrade | Power Platform Error Fix,mailboxnotenabledforrestapi-managed-solution-upgrade,"MailboxNotEnabledForRESTAPI in Managed Solution Upgrade: what it means, common causes, and how to resolve it in Power Platform.",/errors/mailboxnotenabledforrestapi-managed-solution-upgrade.html,Medium
PP-1899,Power Platform,Outlook connector,MailboxNotEnabledForRESTAPI,403,environment-move-copy,Environment Move or Copy,"Power Platform environment copy, restore, backup, or tenant move","An environment is copied, restored, moved, or reconfigured and existing apps or flows are tested afterward.",The Outlook connector cannot access the mailbox through the expected API. This article focuses on the environment move or copy scenario.,"Mailbox not fully provisioned, shared mailbox permissions missing, account disabled, or Exchange policy restriction. In this scenario, check environment URLs, connection references, callback URLs, app registrations, data source IDs, and tenant policies.","Confirm mailbox status, API access, shared mailbox permission, and connector authentication. For environment move or copy, also verify: Check environment URLs, connection references, callback URLs, app registrations, data source IDs, and tenant policies.","Validate mailbox access before using it in production automations. For environment move or copy, document the expected permissions, connector settings, and test data used to validate the fix.",Medium,Power Platform admin,SRC-001,2026-06-09,mailbox not enabled rest api outlook environment-move-copy Environment Move or Copy,MailboxNotEnabledForRESTAPI in Environment Move or Copy | Power Platform Error Fix,mailboxnotenabledforrestapi-environment-move-copy,"MailboxNotEnabledForRESTAPI in Environment Move or Copy: what it means, common causes, and how to resolve it in Power Platform.",/errors/mailboxnotenabledforrestapi-environment-move-copy.html,Medium
PP-1900,Power Platform,Outlook connector,MailboxNotEnabledForRESTAPI,403,service-principal-connection,Service Principal Connection,Power Platform connection using app registration or service principal authentication,"A flow, app, or integration authenticates with an application identity instead of a personal user account.",The Outlook connector cannot access the mailbox through the expected API. This article focuses on the service principal connection scenario.,"Mailbox not fully provisioned, shared mailbox permissions missing, account disabled, or Exchange policy restriction. In this scenario, check app registration permissions, consent, secret expiry, certificate validity, security roles, and connection ownership.","Confirm mailbox status, API access, shared mailbox permission, and connector authentication. For service principal connection, also verify: Check app registration permissions, consent, secret expiry, certificate validity, security roles, and connection ownership.","Validate mailbox access before using it in production automations. For service principal connection, document the expected permissions, connector settings, and test data used to validate the fix.",Medium,Identity admin,SRC-001,2026-06-09,mailbox not enabled rest api outlook service-principal-connection Service Principal Connection,MailboxNotEnabledForRESTAPI in Service Principal Connection | Power Platform Error Fix,mailboxnotenabledforrestapi-service-principal-connection,"MailboxNotEnabledForRESTAPI in Service Principal Connection: what it means, common causes, and how to resolve it in Power Platform.",/errors/mailboxnotenabledforrestapi-service-principal-connection.html,Medium
PP-1901,Power Platform,Outlook connector,InvalidSharedMailbox,400,sharepoint-list-item,SharePoint List Item Flow,Power Automate cloud flow using SharePoint list items,"The flow reads or updates SharePoint list data during an approval, notification, or sync process.",The shared mailbox value or access configuration is invalid for the connector action. This article focuses on the sharepoint list item flow scenario.,"Wrong mailbox address, missing delegate permission, unlicensed account restrictions, or stale connection. In this scenario, confirm the site, list, item ID, and connection user permissions before changing expressions.","Verify shared mailbox address and delegate permissions, then refresh the Outlook connection. For sharepoint list item flow, also verify: Confirm the site, list, item ID, and connection user permissions before changing expressions.","Document shared mailbox access requirements for flow owners. For sharepoint list item flow, document the expected permissions, connector settings, and test data used to validate the fix.",Medium,Flow maker,SRC-001,2026-06-09,invalid shared mailbox outlook connector sharepoint-list-item SharePoint List Item Flow,InvalidSharedMailbox in SharePoint List Item Flow | Power Platform Error Fix,invalidsharedmailbox-sharepoint-list-item,"InvalidSharedMailbox in SharePoint List Item Flow: what it means, common causes, and how to resolve it in Power Platform.",/errors/invalidsharedmailbox-sharepoint-list-item.html,Medium
PP-1902,Power Platform,Outlook connector,InvalidSharedMailbox,400,outlook-email-automation,Outlook Email Automation,Power Automate cloud flow using Outlook mail actions,"The flow sends, moves, or reads email and then passes mailbox data to later actions.",The shared mailbox value or access configuration is invalid for the connector action. This article focuses on the outlook email automation scenario.,"Wrong mailbox address, missing delegate permission, unlicensed account restrictions, or stale connection. In this scenario, check mailbox permissions, shared mailbox access, and whether the connection account still has the expected mailbox role.","Verify shared mailbox address and delegate permissions, then refresh the Outlook connection. For outlook email automation, also verify: Check mailbox permissions, shared mailbox access, and whether the connection account still has the expected mailbox role.","Document shared mailbox access requirements for flow owners. For outlook email automation, document the expected permissions, connector settings, and test data used to validate the fix.",Medium,Flow maker,SRC-001,2026-06-09,invalid shared mailbox outlook connector outlook-email-automation Outlook Email Automation,InvalidSharedMailbox in Outlook Email Automation | Power Platform Error Fix,invalidsharedmailbox-outlook-email-automation,"InvalidSharedMailbox in Outlook Email Automation: what it means, common causes, and how to resolve it in Power Platform.",/errors/invalidsharedmailbox-outlook-email-automation.html,Medium
PP-1903,Power Platform,Outlook connector,InvalidSharedMailbox,400,teams-notification-flow,Teams Notification Flow,Power Automate cloud flow posting to Microsoft Teams,The automation posts adaptive cards or channel messages after a business event.,The shared mailbox value or access configuration is invalid for the connector action. This article focuses on the teams notification flow scenario.,"Wrong mailbox address, missing delegate permission, unlicensed account restrictions, or stale connection. In this scenario, confirm the team, channel, connector permissions, message payload, and DLP policy for the environment.","Verify shared mailbox address and delegate permissions, then refresh the Outlook connection. For teams notification flow, also verify: Confirm the team, channel, connector permissions, message payload, and DLP policy for the environment.","Document shared mailbox access requirements for flow owners. For teams notification flow, document the expected permissions, connector settings, and test data used to validate the fix.",Medium,Flow maker,SRC-001,2026-06-09,invalid shared mailbox outlook connector teams-notification-flow Teams Notification Flow,InvalidSharedMailbox in Teams Notification Flow | Power Platform Error Fix,invalidsharedmailbox-teams-notification-flow,"InvalidSharedMailbox in Teams Notification Flow: what it means, common causes, and how to resolve it in Power Platform.",/errors/invalidsharedmailbox-teams-notification-flow.html,Medium
PP-1904,Power Platform,Outlook connector,InvalidSharedMailbox,400,dataverse-row-operation,Dataverse Row Operation,"Power Automate or app logic creating, reading, updating, or deleting Dataverse rows","The process calls Dataverse tables directly from a flow, app, plugin, custom connector, or Web API client.",The shared mailbox value or access configuration is invalid for the connector action. This article focuses on the dataverse row operation scenario.,"Wrong mailbox address, missing delegate permission, unlicensed account restrictions, or stale connection. In this scenario, check table permissions, row ownership, logical names, column types, and service protection limits.","Verify shared mailbox address and delegate permissions, then refresh the Outlook connection. For dataverse row operation, also verify: Check table permissions, row ownership, logical names, column types, and service protection limits.","Document shared mailbox access requirements for flow owners. For dataverse row operation, document the expected permissions, connector settings, and test data used to validate the fix.",Medium,Dataverse admin,SRC-001,2026-06-09,invalid shared mailbox outlook connector dataverse-row-operation Dataverse Row Operation,InvalidSharedMailbox in Dataverse Row Operation | Power Platform Error Fix,invalidsharedmailbox-dataverse-row-operation,"InvalidSharedMailbox in Dataverse Row Operation: what it means, common causes, and how to resolve it in Power Platform.",/errors/invalidsharedmailbox-dataverse-row-operation.html,Medium
PP-1905,Power Platform,Outlook connector,InvalidSharedMailbox,400,canvas-app-form,Canvas App Form,Power Apps canvas app form or formula,"The user saves a form, loads a record, calls a flow, or uses connector data inside a canvas app.",The shared mailbox value or access configuration is invalid for the connector action. This article focuses on the canvas app form scenario.,"Wrong mailbox address, missing delegate permission, unlicensed account restrictions, or stale connection. In this scenario, check app sharing, data source permissions, formula null handling, and connector policy restrictions.","Verify shared mailbox address and delegate permissions, then refresh the Outlook connection. For canvas app form, also verify: Check app sharing, data source permissions, formula null handling, and connector policy restrictions.","Document shared mailbox access requirements for flow owners. For canvas app form, document the expected permissions, connector settings, and test data used to validate the fix.",Medium,App owner,SRC-001,2026-06-09,invalid shared mailbox outlook connector canvas-app-form Canvas App Form,InvalidSharedMailbox in Canvas App Form | Power Platform Error Fix,invalidsharedmailbox-canvas-app-form,"InvalidSharedMailbox in Canvas App Form: what it means, common causes, and how to resolve it in Power Platform.",/errors/invalidsharedmailbox-canvas-app-form.html,Medium
PP-1906,Power Platform,Outlook connector,InvalidSharedMailbox,400,model-driven-app-command,Model-driven App Command,"Power Apps model-driven app command, form, or view","A user opens a table form, triggers a command, or runs business logic from a model-driven app.",The shared mailbox value or access configuration is invalid for the connector action. This article focuses on the model-driven app command scenario.,"Wrong mailbox address, missing delegate permission, unlicensed account restrictions, or stale connection. In this scenario, check security roles, command visibility rules, table privileges, and field security profiles.","Verify shared mailbox address and delegate permissions, then refresh the Outlook connection. For model-driven app command, also verify: Check security roles, command visibility rules, table privileges, and field security profiles.","Document shared mailbox access requirements for flow owners. For model-driven app command, document the expected permissions, connector settings, and test data used to validate the fix.",Medium,Model-driven app maker,SRC-001,2026-06-09,invalid shared mailbox outlook connector model-driven-app-command Model-driven App Command,InvalidSharedMailbox in Model-driven App Command | Power Platform Error Fix,invalidsharedmailbox-model-driven-app-command,"InvalidSharedMailbox in Model-driven App Command: what it means, common causes, and how to resolve it in Power Platform.",/errors/invalidsharedmailbox-model-driven-app-command.html,Medium
PP-1907,Power Platform,Outlook connector,InvalidSharedMailbox,400,solution-import,Solution Import,Power Platform solution import or deployment pipeline,A managed or unmanaged solution is imported into another environment as part of release work.,The shared mailbox value or access configuration is invalid for the connector action. This article focuses on the solution import scenario.,"Wrong mailbox address, missing delegate permission, unlicensed account restrictions, or stale connection. In this scenario, review missing dependencies, connection references, environment variables, publisher prefixes, and target environment settings.","Verify shared mailbox address and delegate permissions, then refresh the Outlook connection. For solution import, also verify: Review missing dependencies, connection references, environment variables, publisher prefixes, and target environment settings.","Document shared mailbox access requirements for flow owners. For solution import, document the expected permissions, connector settings, and test data used to validate the fix.",Medium,Release owner,SRC-001,2026-06-09,invalid shared mailbox outlook connector solution-import Solution Import,InvalidSharedMailbox in Solution Import | Power Platform Error Fix,invalidsharedmailbox-solution-import,"InvalidSharedMailbox in Solution Import: what it means, common causes, and how to resolve it in Power Platform.",/errors/invalidsharedmailbox-solution-import.html,Medium
